gold,Program,MethodType,RequirementID,MethodID,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,classGold
N,chess,Inner,3,49,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,4,49,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,5,49,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,6,49,0,1,0,0,1,0,0,1,0,0,0,0,Trace
N,chess,Inner,7,49,0,1,0,0,1,0,0,1,0,0,0,0,Trace
N,chess,Inner,8,49,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
T,chess,Inner,1,50,1,0,0,1,0,0,1,0,0,0,0,0,Trace
N,chess,Inner,2,50,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,3,50,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,4,50,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,5,50,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,6,50,0,1,0,0,1,0,0,1,0,0,0,0,Trace
N,chess,Inner,7,50,0,1,0,0,1,0,0,1,0,0,0,0,Trace
N,chess,Inner,8,50,0,1,0,0,1,0,0,1,0,0,0,0,NoTrace
N,chess,Inner,1,52,0,1,0,0,0,0,0,1,0,0,0,1,Trace
N,chess,Inner,2,52,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace
N,chess,Inner,3,52,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace
N,chess,Inner,4,52,0,1,0,0,0,0,1,0,0,0,0,1,NoTrace
N,chess,Inner,5,52,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace
T,chess,Inner,6,52,1,0,0,0,0,0,0,1,0,0,0,1,Trace
T,chess,Inner,7,52,1,0,0,0,0,0,0,1,0,0,0,1,Trace
N,chess,Inner,8,52,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace
T,chess,Inner,1,53,1,0,0,1,0,0,1,0,0,1,0,0,Trace
N,chess,Inner,2,53,0,1,0,0,1,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,3,53,0,1,0,0,1,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,4,53,0,1,0,0,1,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,5,53,0,1,0,0,1,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,6,53,0,1,0,0,1,0,0,1,0,0,1,0,Trace
N,chess,Inner,7,53,0,1,0,0,1,0,0,1,0,0,1,0,Trace
N,chess,Inner,8,53,0,1,0,0,1,0,0,1,0,0,1,0,NoTrace
N,chess,Root,1,54,0,0,0,0,0,0,0,1,0,0,1,0,Trace
N,chess,Root,2,54,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Root,3,54,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Root,4,54,0,0,0,0,0,0,0,1,0,1,0,0,NoTrace
N,chess,Root,5,54,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace
T,chess,Root,6,54,0,0,0,0,0,0,1,0,0,0,1,0,Trace
T,chess,Root,7,54,0,0,0,0,0,0,1,0,0,0,1,0,Trace
N,chess,Root,8,54,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,1,55,0,1,1,0,0,1,0,1,0,0,0,0,Trace
N,chess,Inner,2,55,0,1,1,0,0,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,3,55,0,1,1,0,0,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,4,55,0,1,1,0,0,1,1,0,0,0,0,0,NoTrace
N,chess,Inner,5,55,0,1,1,0,0,1,0,1,0,0,0,0,NoTrace
T,chess,Inner,6,55,1,0,1,0,0,1,0,1,0,0,0,0,Trace
T,chess,Inner,7,55,1,0,1,0,0,1,0,1,0,0,0,0,Trace
N,chess,Inner,8,55,0,1,1,0,0,1,0,1,0,0,0,0,NoTrace
T,chess,Inner,1,60,1,1,1,1,1,1,1,0,0,1,0,0,Trace
N,chess,Inner,2,60,0,1,1,0,1,1,1,0,0,1,1,0,Trace
N,chess,Inner,3,60,0,1,1,0,1,1,0,1,0,0,1,0,NoTrace
N,chess,Inner,4,60,1,1,1,1,1,1,1,0,0,1,1,0,Trace
N,chess,Inner,5,60,0,1,1,0,1,1,0,1,0,0,1,0,NoTrace
N,chess,Inner,6,60,1,1,1,1,1,1,1,0,0,1,1,0,Trace
N,chess,Inner,7,60,1,1,1,1,1,1,1,0,0,1,1,0,Trace
N,chess,Inner,8,60,0,1,1,0,1,1,0,1,0,0,1,0,NoTrace
N,chess,Inner,1,61,0,1,0,0,0,0,1,0,0,1,0,0,Trace
N,chess,Inner,2,61,0,1,0,0,0,0,0,1,0,1,0,0,Trace
N,chess,Inner,3,61,0,1,0,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,4,61,0,1,0,0,0,0,0,1,0,1,0,0,Trace
N,chess,Inner,5,61,0,1,0,0,0,0,0,1,0,0,1,0,NoTrace
T,chess,Inner,6,61,1,0,0,0,0,0,0,1,0,1,0,0,Trace
T,chess,Inner,7,61,1,0,0,0,0,0,0,1,0,1,0,0,Trace
N,chess,Inner,8,61,0,1,0,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,1,62,0,1,0,0,1,0,1,1,1,1,1,1,Trace
N,chess,Inner,2,62,0,1,0,0,1,0,1,1,1,1,1,1,Trace
N,chess,Inner,3,62,0,1,0,0,1,0,0,1,1,0,1,1,NoTrace
N,chess,Inner,4,62,0,1,0,0,1,0,1,1,1,1,1,1,Trace
N,chess,Inner,5,62,0,1,0,0,1,0,0,1,1,0,1,1,NoTrace
T,chess,Inner,6,62,1,0,0,1,0,0,1,1,1,1,1,1,Trace
T,chess,Inner,7,62,1,0,0,1,0,0,1,1,1,1,1,1,Trace
N,chess,Inner,8,62,0,1,0,0,1,0,0,1,1,0,1,1,NoTrace
N,chess,Leaf,1,64,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,64,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,64,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,64,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,64,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,64,0,0,0,0,0,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,64,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,64,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Root,1,65,0,0,0,0,0,0,0,1,1,1,0,0,Trace
N,chess,Root,2,65,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,3,65,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
N,chess,Root,4,65,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,5,65,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
T,chess,Root,6,65,0,0,0,0,0,0,1,0,1,0,1,0,Trace
T,chess,Root,7,65,0,0,0,0,0,0,1,0,1,0,1,0,Trace
N,chess,Root,8,65,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
N,chess,Leaf,1,67,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,67,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,67,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,67,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,67,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,67,0,0,0,0,0,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,67,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,67,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Inner,1,68,0,1,0,0,1,0,1,0,1,0,0,0,Trace
T,chess,Inner,2,68,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,3,68,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
T,chess,Inner,4,68,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,5,68,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
T,chess,Inner,6,68,1,0,0,1,0,0,0,1,1,0,0,0,Trace
T,chess,Inner,7,68,1,0,0,1,0,0,0,1,1,0,0,0,Trace
N,chess,Inner,8,68,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Leaf,1,69,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,69,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,69,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,69,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,69,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,69,0,0,0,0,0,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,69,0,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,69,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Inner,1,70,1,0,1,1,1,1,1,0,0,1,0,1,Trace
T,chess,Inner,2,70,0,1,1,0,1,1,1,1,0,1,1,1,Trace
N,chess,Inner,3,70,0,1,1,0,1,1,0,1,0,0,1,1,NoTrace
T,chess,Inner,4,70,0,1,1,1,1,1,1,1,0,1,1,1,Trace
N,chess,Inner,5,70,0,1,1,0,1,1,0,1,0,0,1,1,NoTrace
T,chess,Inner,6,70,0,1,1,1,1,1,1,1,0,1,1,1,Trace
T,chess,Inner,7,70,0,1,1,1,1,1,1,1,0,1,1,1,Trace
N,chess,Inner,8,70,0,1,1,0,1,1,0,1,0,0,1,1,NoTrace
T,chess,Inner,1,71,1,1,0,1,1,1,0,0,1,0,0,0,Trace
T,chess,Inner,2,71,1,1,0,0,1,1,0,0,1,0,0,0,Trace
N,chess,Inner,3,71,0,1,0,0,1,1,0,0,1,0,0,0,NoTrace
T,chess,Inner,4,71,1,1,0,0,1,1,0,0,1,0,0,0,Trace
N,chess,Inner,5,71,0,1,0,0,1,1,0,0,1,0,0,0,NoTrace
T,chess,Inner,6,71,1,0,0,1,1,1,0,0,1,0,0,0,Trace
T,chess,Inner,7,71,1,0,0,1,1,1,0,0,1,0,0,0,Trace
N,chess,Inner,8,71,0,1,0,0,1,1,0,0,1,0,0,0,NoTrace
T,chess,Inner,1,124,1,1,1,1,1,1,1,0,0,0,0,0,Trace
N,chess,Inner,2,124,0,1,1,0,1,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,3,124,0,1,1,0,1,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,4,124,1,1,1,1,1,1,1,0,0,0,0,0,Trace
N,chess,Inner,5,124,0,1,1,0,1,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,6,124,0,1,1,0,1,1,0,1,0,0,0,0,Trace
N,chess,Inner,7,124,0,1,1,0,1,1,0,1,0,0,0,0,Trace
N,chess,Inner,8,124,0,1,1,0,1,1,0,1,0,0,0,0,NoTrace
N,chess,Inner,1,125,0,1,0,0,0,0,1,1,1,1,1,1,Trace
N,chess,Inner,2,125,0,1,0,0,0,0,0,1,1,1,1,1,NoTrace
N,chess,Inner,3,125,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace
N,chess,Inner,4,125,0,1,0,0,0,0,0,1,1,1,1,1,Trace
N,chess,Inner,5,125,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace
N,chess,Inner,6,125,0,1,0,0,0,0,1,1,1,1,1,1,Trace
T,chess,Inner,7,125,1,0,0,0,0,0,1,1,1,1,1,1,Trace
N,chess,Inner,8,125,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace
N,chess,Root,1,126,0,0,0,0,0,0,0,1,0,1,1,1,Trace
N,chess,Root,2,126,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Root,3,126,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Root,4,126,0,0,0,0,0,0,0,1,0,0,1,1,Trace
N,chess,Root,5,126,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Root,6,126,0,0,0,0,0,0,1,1,0,1,1,1,Trace
T,chess,Root,7,126,0,0,0,0,0,0,1,0,0,1,1,1,Trace
N,chess,Root,8,126,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Leaf,1,127,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,127,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,127,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,127,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,127,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,127,1,1,0,1,1,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,127,1,0,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,127,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,128,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,128,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,128,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,128,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,128,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,6,128,0,1,0,0,1,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,128,1,0,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,128,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,129,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,129,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,129,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,129,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,129,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,129,1,0,0,1,1,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,129,1,0,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,129,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Inner,1,130,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,2,130,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Inner,3,130,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Inner,4,130,0,1,0,0,1,0,1,1,1,0,0,0,Trace
N,chess,Inner,5,130,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
T,chess,Inner,6,130,1,1,0,0,1,0,1,1,1,0,0,0,Trace
T,chess,Inner,7,130,1,0,0,1,0,0,1,1,1,0,0,0,Trace
N,chess,Inner,8,130,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Root,1,131,0,0,0,0,0,0,0,1,0,0,1,1,Trace
N,chess,Root,2,131,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Root,3,131,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Root,4,131,0,0,0,0,0,0,0,1,0,1,1,1,Trace
N,chess,Root,5,131,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
T,chess,Root,6,131,0,0,0,0,0,0,1,0,0,1,1,1,Trace
T,chess,Root,7,131,0,0,0,0,0,0,1,0,0,1,1,1,Trace
N,chess,Root,8,131,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace
N,chess,Leaf,1,132,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,132,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,132,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,132,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,132,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,6,132,1,1,0,0,0,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,132,1,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,132,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,1,133,1,0,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,2,133,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,133,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
T,chess,Leaf,4,133,0,1,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,133,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,6,133,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,7,133,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,133,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,134,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,134,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,134,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,134,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,134,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,6,134,0,1,0,0,0,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,134,1,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,134,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,1,135,1,0,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,2,135,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,135,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
T,chess,Leaf,4,135,0,1,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,135,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,6,135,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,7,135,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,135,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,136,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,136,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,3,136,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,136,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,136,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,6,136,0,1,0,0,1,0,0,0,0,0,0,0,Trace
T,chess,Leaf,7,136,1,0,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,136,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
T,chess,Inner,1,153,1,0,1,1,0,0,1,1,0,1,1,1,Trace
N,chess,Inner,2,153,0,1,1,0,1,0,1,1,0,1,1,1,Trace
N,chess,Inner,3,153,0,1,1,0,1,0,0,1,0,0,1,1,NoTrace
N,chess,Inner,4,153,0,1,1,0,1,0,1,1,0,1,1,1,Trace
N,chess,Inner,5,153,0,1,1,0,1,0,0,1,0,1,1,1,Trace
N,chess,Inner,6,153,0,1,1,0,1,0,1,1,0,1,1,1,Trace
N,chess,Inner,7,153,0,1,1,0,1,0,1,1,0,1,1,1,Trace
N,chess,Inner,8,153,0,1,1,0,1,0,0,1,0,0,1,1,NoTrace
N,chess,Inner,1,155,0,0,1,0,0,0,1,1,0,0,1,0,Trace
N,chess,Inner,2,155,0,0,1,0,0,0,1,1,0,0,1,0,Trace
N,chess,Inner,3,155,0,0,1,0,0,0,0,1,0,0,1,0,NoTrace
N,chess,Inner,4,155,0,0,1,0,0,0,0,1,0,0,1,0,Trace
N,chess,Inner,5,155,0,0,1,0,0,0,1,1,0,0,1,0,Trace
T,chess,Inner,6,155,0,0,1,0,0,0,1,1,0,1,0,0,Trace
T,chess,Inner,7,155,0,0,1,0,0,0,1,1,0,1,0,0,Trace
N,chess,Inner,8,155,0,0,1,0,0,0,0,1,0,0,1,0,NoTrace
T,chess,Leaf,1,156,1,0,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,156,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,156,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,156,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,156,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,6,156,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,7,156,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,156,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
N,chess,Inner,1,158,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,2,158,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,3,158,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Inner,4,158,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,5,158,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,6,158,0,1,0,0,1,0,1,0,1,0,0,0,Trace
T,chess,Inner,7,158,1,0,0,1,0,0,1,0,1,0,0,0,Trace
N,chess,Inner,8,158,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Root,1,159,0,0,0,0,0,0,1,1,1,1,1,0,Trace
N,chess,Root,2,159,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,3,159,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
N,chess,Root,4,159,0,0,0,0,0,0,1,1,1,0,1,0,Trace
N,chess,Root,5,159,0,0,0,0,0,0,0,1,1,0,1,0,Trace
T,chess,Root,6,159,0,0,0,0,0,0,1,1,1,1,1,0,Trace
T,chess,Root,7,159,0,0,0,0,0,0,1,1,1,1,1,0,Trace
N,chess,Root,8,159,0,0,0,0,0,0,0,1,1,1,1,0,NoTrace
T,chess,Leaf,1,160,1,0,0,1,0,1,0,0,0,0,0,0,Trace
N,chess,Leaf,2,160,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,3,160,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,160,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,160,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,6,160,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,7,160,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,160,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,162,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,162,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,162,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
T,chess,Leaf,4,162,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,5,162,0,1,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,6,162,1,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,7,162,1,0,0,0,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,8,162,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace
N,chess,Leaf,1,163,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,2,163,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,3,163,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,163,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,163,0,1,0,0,1,1,0,0,0,0,0,0,Trace
T,chess,Leaf,6,163,1,1,0,1,0,1,0,0,0,0,0,0,Trace
T,chess,Leaf,7,163,1,0,0,1,0,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,163,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Root,1,164,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,2,164,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,3,164,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
N,chess,Root,4,164,0,0,0,0,0,0,0,1,1,0,1,0,Trace
N,chess,Root,5,164,0,0,0,0,0,0,0,1,1,0,1,0,Trace
T,chess,Root,6,164,0,0,0,0,0,0,1,0,1,1,0,0,Trace
T,chess,Root,7,164,0,0,0,0,0,0,1,0,1,1,0,0,Trace
N,chess,Root,8,164,0,0,0,0,0,0,0,1,1,0,1,0,NoTrace
T,chess,Leaf,1,165,1,1,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,2,165,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,3,165,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,165,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,165,0,1,0,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,6,165,0,1,0,1,1,1,0,0,0,0,0,0,Trace
T,chess,Leaf,7,165,1,1,0,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,165,0,1,0,0,1,1,0,0,0,0,0,0,NoTrace
T,chess,Inner,1,166,1,0,0,1,0,0,1,0,1,0,0,0,Trace
N,chess,Inner,2,166,0,1,0,0,1,0,1,0,1,0,0,0,Trace
N,chess,Inner,3,166,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
N,chess,Inner,4,166,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,5,166,0,1,0,1,0,0,0,1,1,0,0,0,Trace
N,chess,Inner,6,166,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,7,166,0,1,0,0,1,0,0,1,1,0,0,0,Trace
N,chess,Inner,8,166,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace
T,chess,Leaf,1,167,1,1,1,1,1,1,0,0,0,0,0,0,Trace
T,chess,Leaf,2,167,0,1,1,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,3,167,0,1,1,0,1,1,0,0,0,0,0,0,NoTrace
N,chess,Leaf,4,167,0,1,1,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,5,167,0,1,1,0,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,6,167,1,1,1,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,7,167,1,1,1,1,1,1,0,0,0,0,0,0,Trace
N,chess,Leaf,8,167,0,1,1,0,1,1,0,0,0,0,0,0,NoTrace
T,chess,Leaf,1,168,1,1,0,1,0,0,0,0,0,0,0,0,Trace
N,chess,Leaf,2,168,0,1,0,0,1,0,0,0,0,0,0,0,Trace
N,chess,Leaf,3,168,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace
