gold,Program,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,CompleteCallersCallees,classGold
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,Low,Medium,Medium,-1,Low,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Low,High,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,Low,Medium,Medium,-1,-1,High,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Inner,-1,Low,High,-1,Medium,Medium,-1,Medium,-1,-1,Medium,Low,0,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,Low,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,Medium,Low,High,Low,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,Low,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,High,-1,-1,High,-1,-1,-1,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,Low,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Low,High,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,Low,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Medium,Medium,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Low,-1,Low,High,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,Low,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,High,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,Low,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,Medium,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,-1,-1,Medium,High,-1,Low,-1,-1,-1,Low,1,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,-1,Medium,-1,-1,Low,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,Low,Medium,Low,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
T,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,Trace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,-1,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Medium,Medium,-1,Low,Medium,-1,Low,-1,-1,Low,Medium,0,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
