gold,Program,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,Medium,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,Medium,Medium,-1,High,High,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,-1,-1,-1,Low
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,Low,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,High,High,-1,High,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Low,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,High,-1,Medium,High,-1,-1,-1,-1,-1,-1
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Medium,-1,High,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,High,High
N,gantt,Inner,Low,Low,High,-1,High,High,-1,Low,Medium,-1,Low,High
N,gantt,Inner,-1,Medium,High,Low,Medium,High,-1,Medium,Medium,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Low,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Low,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,Medium,High,-1,Medium,Medium,-1,Medium,High
N,gantt,Inner,-1,Medium,High,-1,High,High,-1,Medium,Medium,-1,Medium,High
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
T,gantt,Inner,Low,-1,-1,-1,-1,-1,Medium,Low,High,Medium,High,High
N,gantt,Inner,-1,Low,-1,-1,-1,-1,-1,High,Medium,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,Low,High,High,Medium,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,Low,High,High,Low,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,Low,High,High,Medium,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
T,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,Low,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,Low,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,Low,-1,Medium,-1,-1,Medium,-1,-1,Low,-1,Low,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,-1,Low,-1,Low,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,-1,Low,-1,Low,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,Medium,Medium
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Medium,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Medium,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Medium,-1,-1,Low
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Low,-1,Low,-1
N,gantt,Inner,-1,-1,Medium,-1,-1,-1,-1,Medium,Medium,-1,-1,Low
N,gantt,Inner,-1,Medium,High,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,High,Medium,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,Medium,High,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,High,Medium,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,High,Medium,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,Medium,Medium,-1,Medium,High,-1,High,Medium,-1,Medium,Medium
N,gantt,Inner,-1,Medium,High,Low,Medium,High,-1,Medium,Medium,-1,Medium,Low
N,gantt,Inner,-1,Medium,High,Low,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,High,Medium,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,Medium,High,-1,Medium,High,-1,High,Low,-1,Medium,Low
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,-1,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,-1,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,-1,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,-1,-1,High,High
N,gantt,Inner,Low,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,Low,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,Low,High,High
N,gantt,Inner,-1,Medium,Medium,-1,Low,Medium,-1,High,Low,-1,High,High
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,High,Medium
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,High,Medium
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Low,-1,High,Low
T,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Medium
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Medium
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,High,Medium
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,High,Low
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,Low,High,High,-1,Low,High,-1,Low,Medium,-1,-1,Medium
N,gantt,Inner,Low,High,High,-1,Low,High,-1,Medium,Low,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,Low,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,High,High,-1,Low,High,-1,Medium,-1,-1,Low,Medium
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Low,Medium
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,Low
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,-1,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Low,Medium
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,Low
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,Low,-1,-1,Medium,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1
N,gantt,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Inner,-1,-1,Low,-1,-1,Low,-1,High,High,-1,High,High
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
N,gantt,Leaf,-1,Medium,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1
