gold,Program,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Low,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,-1,Medium,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
T,itrust,Root,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Root,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Medium,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Medium,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,High,-1,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,Medium,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,Low,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,High,Medium,-1,Medium,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,-1,-1,-1,Medium
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Medium,Medium,High,-1,-1,High
T,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Medium,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Medium,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
T,itrust,Inner,Low,-1,Medium,-1,-1,Medium,Medium,Low,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Medium,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Medium,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,Low,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,Low,Medium,-1,-1,Medium,-1,Medium,High,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
T,itrust,Inner,-1,-1,Low,-1,-1,-1,Medium,-1,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Low,-1,-1,-1,-1,Medium,Medium,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
T,itrust,Inner,-1,-1,Medium,-1,-1,-1,Low,-1,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Low,-1,-1,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
N,itrust,Inner,-1,-1,Medium,-1,-1,-1,-1,Low,Medium,-1,Low,High
